Source	Target	Weight
Henry de Wyke	Stanedichss	1
Masyntone	Wyke	1
Masyntone	Hugh Odierne	1
Masyntone	John	1
Masyntone	Alice	1
Masyntone	William de Clifford	1
Masyntone	Pydesmore	1
Masyntone	Richard le Balun	1
Masyntone	Stephen de Masyntone	1
Masyntone	Stanedichss	1
Wyke	Hugh Odierne	1
Wyke	John	1
Wyke	Alice	1
Wyke	William de Clifford	1
Wyke	Pydesmore	1
Wyke	Richard le Balun	1
Wyke	Stephen de Masyntone	1
Wyke	Stanedichss	1
Hugh Odierne	John	1
Hugh Odierne	Alice	1
Hugh Odierne	William de Clifford	1
Hugh Odierne	Pydesmore	1
Hugh Odierne	Richard le Balun	1
Hugh Odierne	Stephen de Masyntone	1
Hugh Odierne	Stanedichss	1
John	Alice	1
John	William de Clifford	1
John	Pydesmore	1
John	Richard le Balun	1
John	Stephen de Masyntone	1
John	Stanedichss	1
Alice	William de Clifford	1
Alice	Pydesmore	1
Alice	Richard le Balun	1
Alice	Stephen de Masyntone	1
Alice	Stanedichss	1
William de Clifford	Pydesmore	1
William de Clifford	Richard le Balun	1
William de Clifford	Stephen de Masyntone	1
William de Clifford	Stanedichss	1
Pydesmore	Richard le Balun	1
Pydesmore	Stephen de Masyntone	1
Pydesmore	Stanedichss	1
Richard le Balun	Stephen de Masyntone	1
Richard le Balun	Stanedichss	1
Stephen de Masyntone	Stanedichss	1
Aymer de Valence	weir (gurges)	1
Aymer de Valence	John	1
Aymer de Valence	Valence	1
Aymer de Valence	London	1
weir (gurges)	John	1
weir (gurges)	Valence	1
weir (gurges)	London	1
John	Valence	1
John	London	1
Valence	London	1
Ledbury	hospital of St. Catherine	1
John atte Mulle	the chapter-house at Gloucester	1
John atte Mulle	Gloucester	1
John atte Mulle	John	1
the chapter-house at Gloucester	John	2
Gloucester	John	2
Herbert atte Mulle	the convent of St, Peter'	1
Herbert atte Mulle	the chapter-house at Gloucester	1
Herbert atte Mulle	Gloucester	1
Herbert atte Mulle	Prior of Stanleye	1
Herbert atte Mulle	John	1
the convent of St, Peter'	the chapter-house at Gloucester	1
the convent of St, Peter'	Gloucester	1
the convent of St, Peter'	Prior of Stanleye	1
the convent of St, Peter'	John	1
the chapter-house at Gloucester	Prior of Stanleye	1
Gloucester	Prior of Stanleye	1
Prior of Stanleye	John	1
Alan Plotemo	Philip Bosse of Turford	1
Alan Plotemo	Hugh son of Philip	1
Alan Plotemo	Thomas, lord of Overton	1
Alan Plotemo	William Carbonel	1
Alan Plotemo	Overton	1
Alan Plotemo	ditch	1
Alan Plotemo	Turford	1
Alan Plotemo	the field of Turford	1
Alan Plotemo	Robert Culbel	1
Alan Plotemo	Walter of Turford	1
Alan Plotemo	the field towards Wulferton'	1
Alan Plotemo	Philip Bosse	1
Philip Bosse of Turford	Hugh son of Philip	1
Philip Bosse of Turford	Thomas, lord of Overton	1
Philip Bosse of Turford	William Carbonel	1
Philip Bosse of Turford	Overton	1
Philip Bosse of Turford	ditch	1
Philip Bosse of Turford	Turford	1
Philip Bosse of Turford	the field of Turford	1
Philip Bosse of Turford	Robert Culbel	1
Philip Bosse of Turford	Walter of Turford	1
Philip Bosse of Turford	the field towards Wulferton'	1
Philip Bosse of Turford	Philip Bosse	1
Hugh son of Philip	Thomas, lord of Overton	1
Hugh son of Philip	William Carbonel	1
Hugh son of Philip	Overton	1
Hugh son of Philip	ditch	1
Hugh son of Philip	Turford	1
Hugh son of Philip	the field of Turford	1
Hugh son of Philip	Robert Culbel	1
Hugh son of Philip	Walter of Turford	1
Hugh son of Philip	the field towards Wulferton'	1
Hugh son of Philip	Philip Bosse	1
Thomas, lord of Overton	William Carbonel	1
Thomas, lord of Overton	Overton	1
Thomas, lord of Overton	ditch	1
Thomas, lord of Overton	Turford	1
Thomas, lord of Overton	the field of Turford	1
Thomas, lord of Overton	Robert Culbel	1
Thomas, lord of Overton	Walter of Turford	1
Thomas, lord of Overton	the field towards Wulferton'	1
Thomas, lord of Overton	Philip Bosse	1
William Carbonel	Overton	1
William Carbonel	ditch	1
William Carbonel	Turford	1
William Carbonel	the field of Turford	1
William Carbonel	Robert Culbel	1
William Carbonel	Walter of Turford	1
William Carbonel	the field towards Wulferton'	1
William Carbonel	Philip Bosse	1
Overton	ditch	1
Overton	Turford	1
Overton	the field of Turford	1
Overton	Robert Culbel	1
Overton	Walter of Turford	1
Overton	the field towards Wulferton'	1
Overton	Philip Bosse	1
ditch	Turford	1
ditch	the field of Turford	1
ditch	Robert Culbel	1
ditch	Walter of Turford	1
ditch	the field towards Wulferton'	1
ditch	Philip Bosse	1
Turford	the field of Turford	1
Turford	Robert Culbel	1
Turford	Walter of Turford	1
Turford	the field towards Wulferton'	1
Turford	Philip Bosse	1
the field of Turford	Robert Culbel	1
the field of Turford	Walter of Turford	1
the field of Turford	the field towards Wulferton'	1
the field of Turford	Philip Bosse	1
Robert Culbel	Walter of Turford	1
Robert Culbel	the field towards Wulferton'	1
Robert Culbel	Philip Bosse	1
Walter of Turford	the field towards Wulferton'	1
Walter of Turford	Philip Bosse	1
the field towards Wulferton'	Philip Bosse	1
the Hospital of the Blessed Katherine at Ledbury	Weston	1
the Hospital of the Blessed Katherine at Ledbury	Giles le Ferur	1
the Hospital of the Blessed Katherine at Ledbury	Roger Pelliparie	1
the Hospital of the Blessed Katherine at Ledbury	Hugh de Sothynton	1
the Hospital of the Blessed Katherine at Ledbury	Richard Berde	1
the Hospital of the Blessed Katherine at Ledbury	Ledbury	1
the Hospital of the Blessed Katherine at Ledbury	Walter de Weston	1
the Hospital of the Blessed Katherine at Ledbury	William de Preston	1
Weston	Giles le Ferur	1
Weston	Roger Pelliparie	1
Weston	Hugh de Sothynton	1
Weston	Richard Berde	1
Weston	Ledbury	1
Weston	Walter de Weston	1
Weston	William de Preston	1
Giles le Ferur	Roger Pelliparie	1
Giles le Ferur	Hugh de Sothynton	1
Giles le Ferur	Richard Berde	1
Giles le Ferur	Ledbury	1
Giles le Ferur	Walter de Weston	1
Giles le Ferur	William de Preston	1
Roger Pelliparie	Hugh de Sothynton	1
Roger Pelliparie	Richard Berde	1
Roger Pelliparie	Ledbury	1
Roger Pelliparie	Walter de Weston	1
Roger Pelliparie	William de Preston	1
Hugh de Sothynton	Richard Berde	1
Hugh de Sothynton	Ledbury	1
Hugh de Sothynton	Walter de Weston	1
Hugh de Sothynton	William de Preston	1
Richard Berde	Ledbury	2
Richard Berde	Walter de Weston	1
Richard Berde	William de Preston	1
Ledbury	Walter de Weston	2
Ledbury	William de Preston	1
Walter de Weston	William de Preston	1
Westuinster	Elias de Bekynham	1
Westuinster	William Howard	1
Westuinster	Ralph de Hengham	1
Westuinster	Roger de la Grene de Bulleye	1
Westuinster	Acle	1
Westuinster	Lambert de Trikingham	1
Westuinster	John de Acle	1
Westuinster	Peter Malorre	1
Westuinster	Bulleye	1
Westuinster	Bereford	1
Westuinster	William de Bereford	1
Westuinster	Trikingham	1
Westuinster	Alice	1
Westuinster	Bekynham	1
Westuinster	the king's court at Westuinster	1
Westuinster	Hengham	1
Elias de Bekynham	William Howard	1
Elias de Bekynham	Ralph de Hengham	1
Elias de Bekynham	Roger de la Grene de Bulleye	1
Elias de Bekynham	Acle	1
Elias de Bekynham	Lambert de Trikingham	1
Elias de Bekynham	John de Acle	1
Elias de Bekynham	Peter Malorre	1
Elias de Bekynham	Bulleye	1
Elias de Bekynham	Bereford	1
Elias de Bekynham	William de Bereford	1
Elias de Bekynham	Trikingham	1
Elias de Bekynham	Alice	1
Elias de Bekynham	Bekynham	1
Elias de Bekynham	the king's court at Westuinster	1
Elias de Bekynham	Hengham	1
William Howard	Ralph de Hengham	1
William Howard	Roger de la Grene de Bulleye	1
William Howard	Acle	1
William Howard	Lambert de Trikingham	1
William Howard	John de Acle	1
William Howard	Peter Malorre	1
William Howard	Bulleye	1
William Howard	Bereford	1
William Howard	William de Bereford	1
William Howard	Trikingham	1
William Howard	Alice	1
William Howard	Bekynham	1
William Howard	the king's court at Westuinster	1
William Howard	Hengham	1
Ralph de Hengham	Roger de la Grene de Bulleye	1
Ralph de Hengham	Acle	1
Ralph de Hengham	Lambert de Trikingham	1
Ralph de Hengham	John de Acle	1
Ralph de Hengham	Peter Malorre	1
Ralph de Hengham	Bulleye	1
Ralph de Hengham	Bereford	1
Ralph de Hengham	William de Bereford	1
Ralph de Hengham	Trikingham	1
Ralph de Hengham	Alice	1
Ralph de Hengham	Bekynham	1
Ralph de Hengham	the king's court at Westuinster	1
Ralph de Hengham	Hengham	1
Roger de la Grene de Bulleye	Acle	1
Roger de la Grene de Bulleye	Lambert de Trikingham	1
Roger de la Grene de Bulleye	John de Acle	1
Roger de la Grene de Bulleye	Peter Malorre	1
Roger de la Grene de Bulleye	Bulleye	1
Roger de la Grene de Bulleye	Bereford	1
Roger de la Grene de Bulleye	William de Bereford	1
Roger de la Grene de Bulleye	Trikingham	1
Roger de la Grene de Bulleye	Alice	1
Roger de la Grene de Bulleye	Bekynham	1
Roger de la Grene de Bulleye	the king's court at Westuinster	1
Roger de la Grene de Bulleye	Hengham	1
Acle	Lambert de Trikingham	1
Acle	John de Acle	1
Acle	Peter Malorre	1
Acle	Bulleye	1
Acle	Bereford	1
Acle	William de Bereford	1
Acle	Trikingham	1
Acle	Alice	1
Acle	Bekynham	1
Acle	the king's court at Westuinster	1
Acle	Hengham	1
Lambert de Trikingham	John de Acle	1
Lambert de Trikingham	Peter Malorre	1
Lambert de Trikingham	Bulleye	1
Lambert de Trikingham	Bereford	1
Lambert de Trikingham	William de Bereford	1
Lambert de Trikingham	Trikingham	1
Lambert de Trikingham	Alice	1
Lambert de Trikingham	Bekynham	1
Lambert de Trikingham	the king's court at Westuinster	1
Lambert de Trikingham	Hengham	1
John de Acle	Peter Malorre	1
John de Acle	Bulleye	1
John de Acle	Bereford	1
John de Acle	William de Bereford	1
John de Acle	Trikingham	1
John de Acle	Alice	1
John de Acle	Bekynham	1
John de Acle	the king's court at Westuinster	1
John de Acle	Hengham	1
Peter Malorre	Bulleye	1
Peter Malorre	Bereford	1
Peter Malorre	William de Bereford	1
Peter Malorre	Trikingham	1
Peter Malorre	Alice	1
Peter Malorre	Bekynham	1
Peter Malorre	the king's court at Westuinster	1
Peter Malorre	Hengham	1
Bulleye	Bereford	1
Bulleye	William de Bereford	1
Bulleye	Trikingham	1
Bulleye	Alice	1
Bulleye	Bekynham	1
Bulleye	the king's court at Westuinster	1
Bulleye	Hengham	1
Bereford	William de Bereford	1
Bereford	Trikingham	1
Bereford	Alice	1
Bereford	Bekynham	1
Bereford	the king's court at Westuinster	1
Bereford	Hengham	1
William de Bereford	Trikingham	1
William de Bereford	Alice	1
William de Bereford	Bekynham	1
William de Bereford	the king's court at Westuinster	1
William de Bereford	Hengham	1
Trikingham	Alice	1
Trikingham	Bekynham	1
Trikingham	the king's court at Westuinster	1
Trikingham	Hengham	1
Alice	Bekynham	1
Alice	the king's court at Westuinster	1
Alice	Hengham	1
Bekynham	the king's court at Westuinster	1
Bekynham	Hengham	1
the king's court at Westuinster	Hengham	1
land of Walter the fisherman	Nicholas de Werham	1
land of Walter the fisherman	green way (viridam viam) of the king	1
land of Walter the fisherman	Walter de Hope	1
land of Walter the fisherman	Retherwas	1
land of Walter the fisherman	Adam le Porter, bailiff of the fee	1
land of Walter the fisherman	Philip le Werrour	1
land of Walter the fisherman	land of John le Worrour	1
land of Walter the fisherman	Walter le Brond	1
land of Walter the fisherman	la Barewe	1
land of Walter the fisherman	Robert Sauage	1
land of Walter the fisherman	Bertonestrete	1
land of Walter the fisherman	John Elys	1
land of Walter the fisherman	land of John de la Barwe	1
land of Walter the fisherman	Werham	1
land of Walter the fisherman	Hope	1
Nicholas de Werham	green way (viridam viam) of the king	1
Nicholas de Werham	Walter de Hope	1
Nicholas de Werham	Retherwas	1
Nicholas de Werham	Adam le Porter, bailiff of the fee	1
Nicholas de Werham	Philip le Werrour	1
Nicholas de Werham	Walter le Brond	2
Nicholas de Werham	la Barewe	1
Nicholas de Werham	Robert Sauage	1
Nicholas de Werham	Bertonestrete	1
Nicholas de Werham	John Elys	1
Nicholas de Werham	land of John de la Barwe	1
Nicholas de Werham	Werham	1
Nicholas de Werham	Hope	1
green way (viridam viam) of the king	Walter de Hope	1
green way (viridam viam) of the king	Retherwas	1
green way (viridam viam) of the king	Adam le Porter, bailiff of the fee	1
green way (viridam viam) of the king	Philip le Werrour	1
green way (viridam viam) of the king	land of John le Worrour	1
green way (viridam viam) of the king	Walter le Brond	1
green way (viridam viam) of the king	la Barewe	1
green way (viridam viam) of the king	Robert Sauage	1
green way (viridam viam) of the king	Bertonestrete	1
green way (viridam viam) of the king	John Elys	1
green way (viridam viam) of the king	land of John de la Barwe	1
green way (viridam viam) of the king	Werham	1
green way (viridam viam) of the king	Hope	1
Walter de Hope	Retherwas	1
Walter de Hope	Adam le Porter, bailiff of the fee	1
Walter de Hope	Philip le Werrour	1
Walter de Hope	land of John le Worrour	1
Walter de Hope	Walter le Brond	1
Walter de Hope	la Barewe	1
Walter de Hope	Robert Sauage	1
Walter de Hope	Bertonestrete	1
Walter de Hope	John Elys	1
Walter de Hope	land of John de la Barwe	1
Walter de Hope	Werham	1
Walter de Hope	Hope	1
Retherwas	Adam le Porter, bailiff of the fee	1
Retherwas	Philip le Werrour	2
Retherwas	land of John le Worrour	1
Retherwas	Walter le Brond	1
Retherwas	la Barewe	1
Retherwas	Robert Sauage	1
Retherwas	Bertonestrete	1
Retherwas	John Elys	1
Retherwas	land of John de la Barwe	1
Retherwas	Werham	1
Retherwas	Hope	1
Adam le Porter, bailiff of the fee	Philip le Werrour	1
Adam le Porter, bailiff of the fee	land of John le Worrour	1
Adam le Porter, bailiff of the fee	Walter le Brond	1
Adam le Porter, bailiff of the fee	la Barewe	1
Adam le Porter, bailiff of the fee	Robert Sauage	1
Adam le Porter, bailiff of the fee	Bertonestrete	1
Adam le Porter, bailiff of the fee	John Elys	1
Adam le Porter, bailiff of the fee	land of John de la Barwe	1
Adam le Porter, bailiff of the fee	Werham	1
Adam le Porter, bailiff of the fee	Hope	1
Philip le Werrour	land of John le Worrour	1
Philip le Werrour	Walter le Brond	1
Philip le Werrour	la Barewe	1
Philip le Werrour	Robert Sauage	1
Philip le Werrour	Bertonestrete	1
Philip le Werrour	John Elys	1
Philip le Werrour	land of John de la Barwe	1
Philip le Werrour	Werham	1
Philip le Werrour	Hope	1
land of John le Worrour	Walter le Brond	1
land of John le Worrour	la Barewe	1
land of John le Worrour	Robert Sauage	1
land of John le Worrour	Bertonestrete	2
land of John le Worrour	John Elys	1
land of John le Worrour	land of John de la Barwe	1
land of John le Worrour	Werham	1
land of John le Worrour	Hope	1
Walter le Brond	la Barewe	1
Walter le Brond	Robert Sauage	1
Walter le Brond	Bertonestrete	1
Walter le Brond	John Elys	1
Walter le Brond	land of John de la Barwe	1
Walter le Brond	Werham	1
Walter le Brond	Hope	1
la Barewe	Robert Sauage	1
la Barewe	Bertonestrete	1
la Barewe	John Elys	1
la Barewe	land of John de la Barwe	1
la Barewe	Werham	1
la Barewe	Hope	1
Robert Sauage	Bertonestrete	1
Robert Sauage	John Elys	1
Robert Sauage	land of John de la Barwe	1
Robert Sauage	Werham	1
Robert Sauage	Hope	1
Bertonestrete	John Elys	1
Bertonestrete	land of John de la Barwe	1
Bertonestrete	Werham	1
Bertonestrete	Hope	1
John Elys	land of John de la Barwe	1
John Elys	Werham	1
John Elys	Hope	1
land of John de la Barwe	Werham	1
land of John de la Barwe	Hope	1
Werham	Hope	1
John le Smyth	in the chapter-house at Gloucester	1
John le Smyth	John	1
John le Smyth	the convent of St. Peter's, Gloucester	1
in the chapter-house at Gloucester	John	1
in the chapter-house at Gloucester	the convent of St. Peter's, Gloucester	1
John	the convent of St. Peter's, Gloucester	1
Richard le Forster	Ralph le Botiler	1
Richard le Forster	Richard Perot de Ledebur	1
Richard le Forster	the way called Folkestret	1
Richard le Forster	Roger le Skynnar'.	1
Richard le Forster	Richard Berde	1
Richard le Forster	Walter Caperun	1
Richard le Forster	Ledbury	1
Richard le Forster	Ralph Berde	1
Richard le Forster	Underdoune.	1
Richard le Forster	Alyna, wife of Richard Berde de Ledbury	1
Richard le Forster	Eastnor	1
Richard le Forster	the rector of the church of Eastnor	1
Ralph le Botiler	Richard Perot de Ledebur	1
Ralph le Botiler	the way called Folkestret	1
Ralph le Botiler	Roger le Skynnar'.	1
Ralph le Botiler	Richard Berde	1
Ralph le Botiler	Walter Caperun	1
Ralph le Botiler	Ledbury	2
Ralph le Botiler	Ralph Berde	1
Ralph le Botiler	Underdoune.	1
Ralph le Botiler	Alyna, wife of Richard Berde de Ledbury	1
Ralph le Botiler	Eastnor	2
Ralph le Botiler	the rector of the church of Eastnor	1
Richard Perot de Ledebur	the way called Folkestret	1
Richard Perot de Ledebur	Roger le Skynnar'.	1
Richard Perot de Ledebur	Richard Berde	1
Richard Perot de Ledebur	Walter Caperun	1
Richard Perot de Ledebur	Ledbury	1
Richard Perot de Ledebur	Ralph Berde	1
Richard Perot de Ledebur	Underdoune.	1
Richard Perot de Ledebur	Alyna, wife of Richard Berde de Ledbury	1
Richard Perot de Ledebur	Eastnor	1
Richard Perot de Ledebur	the rector of the church of Eastnor	1
the way called Folkestret	Roger le Skynnar'.	1
the way called Folkestret	Richard Berde	1
the way called Folkestret	Walter Caperun	1
the way called Folkestret	Ledbury	1
the way called Folkestret	Ralph Berde	1
the way called Folkestret	Underdoune.	1
the way called Folkestret	Alyna, wife of Richard Berde de Ledbury	1
the way called Folkestret	Eastnor	1
the way called Folkestret	the rector of the church of Eastnor	1
Roger le Skynnar'.	Richard Berde	1
Roger le Skynnar'.	Walter Caperun	1
Roger le Skynnar'.	Ledbury	1
Roger le Skynnar'.	Ralph Berde	1
Roger le Skynnar'.	Underdoune.	1
Roger le Skynnar'.	Alyna, wife of Richard Berde de Ledbury	1
Roger le Skynnar'.	Eastnor	1
Roger le Skynnar'.	the rector of the church of Eastnor	1
Richard Berde	Walter Caperun	1
Richard Berde	Ralph Berde	1
Richard Berde	Underdoune.	1
Richard Berde	Alyna, wife of Richard Berde de Ledbury	1
Richard Berde	Eastnor	1
Richard Berde	the rector of the church of Eastnor	1
Walter Caperun	Ledbury	1
Walter Caperun	Ralph Berde	1
Walter Caperun	Underdoune.	1
Walter Caperun	Alyna, wife of Richard Berde de Ledbury	1
Walter Caperun	Eastnor	1
Walter Caperun	the rector of the church of Eastnor	1
Ledbury	Ralph Berde	1
Ledbury	Underdoune.	1
Ledbury	Alyna, wife of Richard Berde de Ledbury	1
Ledbury	Eastnor	2
Ledbury	the rector of the church of Eastnor	1
Ralph Berde	Underdoune.	1
Ralph Berde	Alyna, wife of Richard Berde de Ledbury	1
Ralph Berde	Eastnor	1
Ralph Berde	the rector of the church of Eastnor	1
Underdoune.	Alyna, wife of Richard Berde de Ledbury	1
Underdoune.	Eastnor	1
Underdoune.	the rector of the church of Eastnor	1
